hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,safety_score,high_risk
18,0.65,15.6,33.4,5,1,0,1,100.0,0
0,2.87,1.2,61.2,1,1,0,0,59.3,1
12,7.7,24.8,15.0,3,0,0,1,98.2,0
1,4.21,135.5,24.0,6,1,0,0,80.1,0
17,6.63,16.9,1.0,0,0,1,0,84.2,0
20,1.3,13.6,77.0,1,0,0,1,81.1,0
20,2.36,47.2,1.5,2,1,3,0,60.6,1
14,7.59,40.0,23.7,6,1,1,0,100.0,0
15,3.25,20.8,2.4,1,1,1,0,92.6,0
22,5.29,0.9,74.5,1,0,0,1,58.8,1
14,7.82,23.6,56.9,1,1,0,1,100.0,0
10,4.54,40.8,2.5,2,0,1,0,82.6,0
18,2.65,29.4,2.8,5,0,1,0,100.0,0
14,4.4,6.5,5.5,0,1,1,0,100.0,0
20,0.72,6.8,53.6,2,1,1,0,90.9,0
12,1.17,4.5,5.5,2,1,0,1,100.0,0
20,0.36,8.4,17.9,4,0,0,0,97.6,0
1,7.11,22.9,19.0,1,0,1,1,51.9,1
0,5.47,7.0,0.4,1,1,0,0,57.5,1
2,2.6,92.6,3.6,0,0,0,0,68.9,0
13,2.0,14.0,16.5,2,1,1,0,100.0,0
17,5.56,7.3,5.6,0,0,0,0,93.6,0
5,7.38,89.8,4.9,1,1,1,0,100.0,0
3,2.6,19.0,0.8,0,1,0,0,79.0,0
20,2.78,23.0,6.5,3,1,1,0,99.9,0
18,6.88,8.6,8.9,1,0,1,0,85.8,0
15,7.18,31.6,0.7,4,1,1,0,100.0,0
11,7.34,57.4,16.8,3,1,1,1,96.2,0
10,2.56,15.2,11.9,2,0,0,0,100.0,0
0,1.23,6.6,2.9,0,0,0,0,67.4,0
4,3.69,9.8,20.5,3,1,1,0,67.3,1
21,2.58,227.7,30.4,2,1,1,0,100.0,0
8,7.11,18.8,14.8,1,0,1,0,81.2,0
16,0.58,137.4,4.1,2,1,1,1,100.0,0
16,5.18,13.7,20.5,1,1,0,1,100.0,0
7,7.28,249.3,21.0,1,1,0,1,86.6,0
4,7.82,29.1,2.1,3,0,0,1,62.9,1
16,5.31,51.4,3.5,4,0,0,1,100.0,0
2,7.61,5.0,0.3,4,0,1,0,62.5,1
11,0.88,32.9,2.9,1,0,1,0,100.0,0
21,3.07,36.5,4.3,2,0,2,0,58.1,1
17,0.37,231.8,10.9,3,1,1,0,94.9,0
18,7.86,119.7,63.4,1,0,1,0,85.5,0
1,7.25,44.0,5.0,1,1,0,0,57.4,1
4,0.52,116.5,15.1,4,0,1,0,64.7,1
6,0.44,2.6,30.6,2,1,1,0,100.0,0
7,3.13,213.0,0.1,3,0,0,0,89.2,0
4,2.29,53.3,38.3,3,0,0,0,55.1,1
23,6.82,122.2,6.6,2,0,1,0,53.9,1
3,1.54,44.5,16.9,2,0,1,0,56.7,1
16,6.39,169.8,42.0,3,0,0,0,94.2,0
14,4.57,90.0,3.9,2,0,1,0,84.4,0
14,3.21,160.9,8.3,2,1,0,0,99.9,0
5,1.42,81.7,1.4,3,0,0,0,98.0,0
7,7.98,55.4,20.9,2,1,1,0,100.0,0
14,5.06,81.2,14.6,3,0,0,0,100.0,0
7,3.68,87.8,14.7,2,1,1,0,91.2,0
16,3.16,83.7,12.3,2,0,0,0,100.0,0
0,7.27,150.9,3.0,3,0,0,0,60.6,1
1,6.62,120.7,4.2,4,1,3,0,60.1,1
17,6.55,152.7,32.9,5,0,1,0,88.2,0
14,5.04,22.8,15.0,2,0,1,0,90.4,0
1,7.14,203.4,36.6,3,0,0,0,53.4,1
21,2.6,39.5,9.1,3,1,0,0,99.0,0
0,5.72,14.2,46.7,2,0,1,0,66.3,1
22,3.41,12.7,14.0,1,1,2,0,37.4,1
17,4.92,36.9,9.4,4,0,0,0,100.0,0
23,7.99,12.7,8.6,4,0,0,0,50.4,1
22,7.88,28.1,21.0,2,1,3,0,65.6,1
7,4.25,139.2,0.4,1,1,1,1,90.7,0
18,4.72,11.4,21.1,1,1,1,1,100.0,0
5,7.21,57.8,1.5,3,1,0,0,97.0,0
11,7.89,47.1,25.2,5,1,1,0,100.0,0
5,6.3,4.8,61.4,1,0,0,0,100.0,0
11,0.8,26.1,7.5,0,1,1,0,98.1,0
20,2.78,71.9,13.4,3,0,1,0,68.8,0
10,7.2,98.6,50.1,2,0,1,0,71.8,0
2,6.22,46.9,3.3,1,0,2,0,44.4,1
7,6.02,51.3,76.8,3,1,0,0,100.0,0
18,5.44,134.6,42.1,4,0,1,0,86.9,0
12,3.5,114.8,7.5,2,0,1,0,90.1,0
13,3.4,13.5,15.1,3,1,2,0,97.4,0
10,6.53,23.9,14.1,3,1,0,0,100.0,0
7,2.56,63.3,37.2,2,0,1,0,84.8,0
14,5.57,43.9,11.1,3,1,0,0,100.0,0
15,5.89,63.4,18.9,2,1,2,0,75.1,0
21,6.8,43.0,2.7,1,1,1,0,86.8,0
14,2.76,62.3,23.5,2,0,1,0,97.0,0
23,6.01,44.8,6.4,1,0,1,0,52.3,1
19,1.12,20.2,13.3,4,0,0,0,100.0,0
1,1.36,155.7,16.1,1,1,0,0,63.0,1
9,3.51,5.7,0.6,2,0,0,1,100.0,0
9,0.73,30.4,5.8,0,1,0,0,96.0,0
0,7.6,52.6,43.9,2,0,1,1,50.8,1
4,7.24,125.8,10.2,5,0,0,0,61.5,1
18,0.68,42.5,16.3,2,0,2,0,63.3,1
8,6.76,1.1,1.7,3,0,0,1,91.6,0
3,4.22,117.9,85.1,4,0,1,0,50.5,1
6,5.71,85.9,58.5,4,1,1,0,91.8,0
6,7.13,41.4,13.7,0,1,2,0,83.8,0
4,4.74,45.2,0.6,1,0,1,0,51.1,1
2,1.2,26.2,35.3,3,1,0,0,88.6,0
18,0.32,156.2,10.0,2,1,1,0,100.0,0
19,4.13,8.6,5.8,1,1,1,0,82.4,0
11,7.61,68.1,14.2,0,0,2,0,69.2,0
14,4.71,46.4,59.1,2,0,0,1,88.7,0
22,3.17,57.9,8.2,4,1,2,1,63.0,1
20,0.54,64.7,4.2,3,0,0,1,94.0,0
0,7.35,114.4,41.1,2,1,1,1,47.7,1
22,2.82,4.0,13.6,1,0,0,0,70.9,0
1,5.73,113.6,9.0,0,1,0,0,61.6,1
0,5.65,29.0,13.6,2,0,1,0,45.6,1
9,2.25,110.9,8.1,3,0,0,0,97.8,0
17,0.79,28.3,12.1,3,0,0,0,100.0,0
1,3.26,72.2,27.5,3,0,2,0,67.1,1
7,2.74,15.0,4.2,2,1,0,0,100.0,0
6,5.69,164.8,8.1,2,1,2,0,66.8,1
9,6.61,76.9,28.1,0,1,1,0,89.9,0
23,2.01,0.9,9.3,2,0,0,0,70.8,0
7,4.37,4.3,26.8,5,0,1,0,100.0,0
5,0.61,18.0,2.6,4,1,1,0,100.0,0
2,1.95,51.5,13.9,2,0,2,0,56.3,1
4,6.17,26.4,1.3,1,0,1,0,45.6,1
3,6.41,9.9,14.8,2,1,0,0,71.0,0
13,6.28,61.3,1.4,4,0,0,1,100.0,0
10,1.4,51.1,10.1,0,0,2,0,100.0,0
11,4.54,112.5,21.8,2,0,0,0,100.0,0
19,3.55,22.0,14.1,3,1,3,0,85.6,0
13,7.93,55.7,20.7,4,0,0,0,100.0,0
3,5.34,145.5,11.3,0,0,2,0,38.2,1
9,7.5,138.6,1.3,5,1,1,1,100.0,0
7,1.42,7.2,53.9,1,0,1,0,84.2,0
19,3.77,104.4,1.0,1,0,1,0,81.3,0
7,6.24,11.7,13.8,2,0,1,0,93.2,0
3,3.13,10.8,32.6,7,0,0,0,84.1,0
17,5.17,0.6,3.4,5,1,0,1,100.0,0
10,4.24,153.7,40.7,5,0,0,0,100.0,0
2,7.94,22.4,6.1,1,1,1,0,50.3,1
16,1.64,38.8,1.1,3,0,1,1,84.6,0
5,7.5,67.0,0.1,3,1,1,0,100.0,0
20,3.39,0.8,2.7,2,0,0,1,92.0,0
19,3.9,45.6,30.6,1,0,1,0,79.8,0
8,4.37,13.9,12.1,1,0,0,1,87.8,0
13,2.34,34.1,14.2,0,1,1,0,96.5,0
13,7.72,40.8,11.6,1,0,0,0,100.0,0
15,7.32,6.1,15.4,2,1,1,0,91.4,0
1,7.79,116.8,2.9,2,0,1,0,43.8,1
7,7.98,187.6,4.2,1,0,1,0,87.7,0
4,5.46,13.5,33.2,4,0,0,0,68.9,0
16,3.78,84.3,5.0,1,1,0,0,100.0,0
1,6.85,30.6,3.5,5,1,0,1,68.2,0
12,0.48,9.8,31.3,1,1,0,1,100.0,0
17,6.72,95.0,24.5,2,0,0,0,94.2,0
22,4.13,72.7,30.7,1,0,1,0,44.6,1
6,5.48,215.6,1.6,1,0,1,0,68.2,0
0,3.18,7.4,2.3,5,0,0,0,78.1,0
17,3.14,22.2,17.5,1,1,1,0,96.9,0
0,0.54,69.6,12.9,1,1,1,0,71.5,0
1,3.56,24.7,8.7,3,0,0,0,74.9,0
23,3.44,79.0,20.7,2,1,2,1,55.3,1
20,2.03,16.8,41.6,4,1,0,0,99.1,0
16,2.2,17.9,20.8,2,1,2,1,87.9,0
20,4.8,76.8,54.8,3,0,0,1,87.8,0
1,2.75,21.1,5.7,3,1,1,0,66.7,1
2,6.69,42.6,4.2,1,0,0,0,61.5,1
7,1.16,11.5,3.1,2,0,0,0,100.0,0
0,4.75,22.4,29.4,2,0,0,0,58.0,1
21,1.53,12.8,44.8,1,1,0,0,85.9,0
1,4.37,70.3,21.0,2,1,0,0,71.1,0
13,4.55,107.6,1.2,1,0,0,1,74.3,0
20,5.25,17.4,4.9,0,1,0,1,100.0,0
17,3.59,19.3,0.5,0,1,1,1,84.2,0
5,4.22,79.6,70.2,3,1,1,1,100.0,0
11,1.69,111.0,7.9,4,0,0,0,100.0,0
13,3.87,43.8,2.0,3,0,2,0,87.2,0
18,3.17,23.1,19.4,2,0,1,1,90.1,0
10,5.43,26.9,5.1,4,0,0,1,100.0,0
6,3.65,155.6,56.2,1,1,0,1,100.0,0
19,6.3,15.6,19.4,3,1,0,1,100.0,0
21,3.58,14.9,21.7,3,1,1,1,91.1,0
11,2.12,106.3,15.2,2,0,3,1,68.7,0
0,2.41,28.9,3.1,4,1,0,0,82.3,0
12,0.65,173.0,1.6,5,0,0,0,100.0,0
21,4.46,194.1,9.9,2,1,1,0,73.4,0
23,6.7,14.0,49.5,1,1,1,1,46.3,1
9,6.22,83.9,0.2,3,0,1,0,100.0,0
3,3.67,8.0,75.2,1,1,2,0,41.0,1
13,1.81,69.5,17.8,2,1,2,0,90.1,0
19,6.95,116.5,5.4,2,1,2,0,84.5,0
22,0.74,40.8,22.8,3,0,0,0,63.9,1
1,3.37,16.7,6.3,4,1,2,1,73.6,0
6,6.9,9.5,1.9,1,1,0,0,100.0,0
11,3.33,35.9,9.5,2,1,1,0,88.8,0
2,1.21,12.8,5.3,0,0,0,1,58.4,1
21,2.35,52.8,57.8,1,0,0,1,86.6,0
2,4.92,38.7,6.0,2,1,0,1,77.8,0
15,1.47,94.2,6.4,2,0,1,0,83.3,0
22,5.34,75.4,7.5,2,1,1,0,75.7,0
16,3.67,56.9,19.3,3,0,0,0,100.0,0
18,2.87,25.6,16.8,1,0,1,0,90.3,0
6,2.16,157.0,43.4,2,0,0,0,70.9,0
19,6.64,113.9,24.1,0,1,1,0,85.5,0
10,3.35,122.7,1.6,1,0,0,0,100.0,0
1,5.99,8.8,50.8,1,1,1,1,61.3,1
8,3.69,1.7,1.4,1,1,1,0,100.0,0
8,1.01,80.8,3.1,2,0,0,0,100.0,0
12,3.69,25.1,2.9,2,1,1,0,100.0,0
6,4.21,25.9,37.0,2,0,1,0,82.1,0
11,3.83,7.6,33.1,3,0,1,1,91.5,0
10,6.59,74.6,28.1,3,0,2,1,86.4,0
7,7.31,138.9,74.0,2,0,1,1,78.3,0
16,6.36,287.3,2.6,1,0,0,0,87.0,0
7,4.79,251.8,0.3,1,1,0,0,87.8,0
18,4.47,134.5,1.8,4,0,1,0,88.2,0
6,5.26,13.4,4.9,4,0,2,0,84.2,0
20,2.52,21.0,19.8,4,1,0,1,100.0,0
8,6.55,5.2,22.1,2,1,1,0,96.2,0
0,6.9,40.9,0.3,0,1,0,1,73.6,0
3,2.36,107.1,30.5,6,1,0,0,80.4,0
19,7.25,2.8,25.7,0,0,0,0,64.7,1
20,6.84,264.9,5.6,0,1,1,1,83.6,0
5,3.57,9.4,48.4,6,0,3,0,85.0,0
14,7.3,15.8,30.8,3,0,0,1,98.5,0
13,1.23,68.2,6.4,3,0,0,0,99.0,0
3,0.52,44.8,1.4,3,0,0,0,80.6,0
10,2.98,130.9,10.6,3,0,2,1,86.6,0
16,4.65,78.0,15.5,1,0,1,0,83.4,0
23,3.01,3.2,2.5,4,0,1,1,60.4,1
20,7.55,124.6,9.8,3,1,0,1,89.2,0
2,2.26,87.1,34.9,4,0,2,0,46.8,1
5,2.47,61.2,14.1,2,0,0,1,92.0,0
10,5.19,2.7,33.0,4,0,1,1,99.4,0
3,0.33,83.1,7.3,3,1,0,1,80.3,0
13,5.9,43.8,35.6,2,0,1,0,82.1,0
0,3.21,69.3,7.3,4,0,1,0,72.7,0
2,7.83,116.0,34.1,2,0,1,0,55.4,1
1,5.62,97.0,17.0,6,1,0,0,96.9,0
7,0.7,82.9,2.0,1,0,0,0,88.9,0
18,1.01,61.8,8.6,3,1,2,0,79.9,0
4,0.98,32.5,29.7,1,0,0,0,70.9,0
23,7.64,90.6,4.8,5,1,1,0,69.6,0
6,5.57,36.9,30.7,1,0,0,0,81.8,0
1,3.59,86.5,2.0,5,0,0,0,88.4,0
8,1.84,98.5,2.0,1,1,0,0,100.0,0
17,7.03,28.6,11.3,3,1,1,0,90.7,0
2,1.85,54.8,19.6,3,0,0,1,71.1,0
1,5.74,38.4,33.8,4,0,0,1,68.2,0
20,6.18,45.3,25.4,3,0,0,0,74.0,0
14,2.57,9.0,22.9,1,0,1,0,93.2,0
8,4.19,164.1,21.1,3,0,2,0,85.5,0
18,2.02,79.8,6.2,3,1,1,1,100.0,0
20,3.22,3.6,33.6,0,1,0,0,72.5,0
8,7.73,35.9,7.9,2,1,1,0,91.4,0
13,5.64,53.7,12.3,1,1,3,0,71.9,0
0,6.82,49.3,31.2,2,0,1,0,47.3,1
7,4.46,144.3,4.1,1,1,0,0,100.0,0
14,2.14,151.3,8.0,3,0,0,0,97.2,0
4,5.79,148.6,6.6,2,1,1,0,64.9,1
23,4.15,166.4,122.4,0,1,1,0,46.4,1
23,1.66,51.4,24.5,0,1,1,0,62.6,1
6,3.48,21.4,6.4,4,1,0,0,100.0,0
9,5.19,19.9,3.9,2,1,2,0,75.6,0
4,5.96,104.1,5.1,5,0,0,1,78.9,0
12,2.17,16.7,30.0,6,1,0,0,100.0,0
2,7.05,44.6,8.8,4,0,1,1,60.2,1
9,3.22,39.3,4.6,3,0,0,0,98.4,0
13,2.39,166.3,33.6,2,1,1,0,93.0,0
14,1.8,19.6,13.3,4,0,1,1,100.0,0
14,6.49,66.5,28.3,1,0,1,0,86.9,0
5,3.03,32.8,31.1,4,1,0,0,100.0,0
19,4.02,49.0,13.5,2,1,1,1,79.9,0
16,2.02,49.1,37.7,2,0,0,0,95.0,0
18,5.58,56.3,5.8,2,1,1,1,68.8,0
11,6.31,38.4,0.7,3,1,2,0,88.9,0
21,2.91,69.3,8.8,3,1,0,0,100.0,0
9,7.58,29.8,10.0,1,1,1,1,79.6,0
19,0.54,5.5,19.9,1,0,0,0,81.1,0
4,1.32,101.5,14.6,0,0,2,0,41.6,1
5,4.83,13.9,42.4,2,0,0,0,100.0,0
12,5.7,37.1,51.8,1,1,2,1,81.8,0
13,2.23,13.5,17.4,3,0,2,1,74.7,0
17,4.57,187.9,37.4,2,0,2,0,68.3,0
7,2.75,302.1,56.1,3,0,1,0,69.7,0
20,4.57,160.6,18.2,1,0,1,0,54.8,1
7,5.38,69.1,9.5,2,0,0,0,95.1,0
12,7.79,11.6,32.0,3,1,1,1,100.0,0
22,3.81,195.1,38.1,2,0,0,0,65.5,1
12,5.29,15.6,43.3,2,0,0,0,100.0,0
16,4.75,81.9,1.9,2,1,2,0,77.1,0
21,2.75,31.9,13.6,1,1,0,0,88.6,0
23,2.25,5.6,11.4,0,0,0,0,63.0,1
11,7.91,48.5,28.7,0,0,3,0,64.3,1
10,1.89,33.8,13.6,1,0,0,1,85.5,0
4,6.39,0.1,57.1,0,0,0,1,57.6,1
12,1.43,41.9,43.5,3,0,0,0,100.0,0
22,6.49,72.3,0.2,3,1,1,0,79.7,0
11,1.73,44.6,21.3,1,0,2,0,78.4,0
8,7.75,15.0,11.7,3,1,2,1,97.7,0
2,5.58,54.2,6.5,3,0,0,0,58.6,1
9,0.99,35.6,28.9,2,1,1,1,100.0,0
5,5.64,37.3,10.1,2,0,1,0,100.0,0
23,4.95,94.8,10.9,1,1,0,1,67.7,0
12,2.9,27.7,11.8,3,0,1,0,100.0,0
3,2.31,20.6,28.7,3,1,0,0,82.4,0
1,5.83,43.4,12.7,2,1,0,0,63.7,1
20,6.01,32.3,1.0,4,0,0,1,91.1,0
22,2.82,4.1,29.4,1,1,0,0,79.3,0
18,7.05,29.1,20.3,7,1,1,1,100.0,0
2,2.37,161.1,2.9,3,0,0,0,71.7,0
2,0.84,124.9,7.3,1,1,0,0,68.0,0
4,4.92,225.9,13.7,1,1,1,0,51.4,1
18,1.12,69.9,30.2,3,1,2,0,100.0,0
18,2.43,210.5,5.4,0,1,0,1,100.0,0
20,4.21,32.5,57.1,1,1,1,0,82.6,0
2,2.5,59.1,5.1,3,1,3,1,47.9,1
3,1.96,150.5,4.3,1,0,0,0,45.1,1
21,5.71,85.9,53.8,1,0,0,1,81.9,0
22,4.51,32.6,45.6,2,1,0,0,82.0,0
17,6.77,71.1,5.5,3,0,1,0,82.4,0
2,4.78,17.2,18.0,3,1,1,0,68.9,0
1,4.02,39.9,29.6,4,1,0,0,84.3,0
1,2.31,21.1,0.4,1,0,2,0,41.9,1
16,6.4,59.3,12.9,0,0,1,0,68.3,0
20,1.82,19.9,26.6,1,1,2,0,67.1,1
15,2.17,71.8,65.8,1,1,0,0,100.0,0
6,6.78,105.7,21.6,1,0,0,0,85.6,0
18,6.01,22.3,3.4,3,1,2,1,82.0,0
1,5.02,105.2,0.1,5,0,1,0,69.0,0
19,0.6,67.1,2.8,1,0,1,0,73.6,0
21,1.28,88.5,30.4,2,1,0,0,100.0,0
17,4.15,227.3,17.0,1,0,0,1,93.7,0
21,6.05,99.0,14.2,2,0,0,1,74.4,0
14,3.87,49.5,36.1,0,0,1,1,69.6,0
11,0.43,69.7,14.8,1,1,1,0,93.2,0
7,1.72,31.8,1.7,3,0,2,0,100.0,0
22,4.83,135.6,13.5,1,1,1,1,43.4,1
16,5.65,55.0,47.2,3,1,1,0,94.4,0
4,0.56,85.7,2.3,2,1,1,0,60.1,1
22,0.63,421.2,155.5,0,1,0,0,53.3,1
1,2.31,29.0,37.1,1,1,0,1,61.9,1
14,0.94,82.2,3.8,2,1,2,0,89.0,0
4,4.47,92.0,2.9,4,0,1,0,74.6,0
15,1.25,57.3,33.6,4,0,3,1,74.9,0
9,5.29,78.6,80.6,1,0,2,0,78.5,0
10,6.28,121.2,0.1,2,0,1,0,85.9,0
16,7.77,208.6,18.4,2,1,0,0,78.7,0
18,7.6,18.2,13.0,2,0,1,0,86.0,0
9,2.4,35.8,6.9,1,0,1,0,90.5,0
23,0.53,2.9,5.0,0,1,1,0,78.6,0
11,2.84,20.0,2.5,2,0,0,1,97.4,0
3,5.76,50.9,8.4,2,0,0,1,62.1,1
0,0.76,82.3,37.2,0,0,1,0,67.2,1
4,3.07,66.3,1.9,6,0,0,0,88.7,0
16,2.59,6.9,49.8,6,0,2,0,85.9,0
12,1.99,1.9,20.8,2,0,1,0,82.6,0
8,5.74,144.2,1.2,4,0,1,0,93.0,0
11,5.38,35.2,26.6,0,1,1,0,81.2,0
20,4.42,28.9,7.8,5,1,2,1,87.0,0
13,7.31,21.5,9.5,2,1,2,0,96.5,0
1,1.09,25.1,18.6,1,0,1,1,33.7,1
1,1.45,23.6,16.9,2,1,2,0,74.0,0
11,3.25,79.0,69.3,1,1,0,0,96.7,0
9,5.35,25.9,28.1,2,1,2,0,95.5,0
20,4.8,69.9,13.3,5,0,0,0,97.6,0
13,0.87,33.3,10.3,1,0,3,1,55.9,1
18,7.68,67.7,7.2,2,0,0,0,95.7,0
14,2.65,84.7,0.5,1,1,3,0,82.7,0
8,3.06,113.1,34.9,1,0,1,0,88.2,0
15,5.1,184.9,7.7,4,0,0,0,96.2,0
14,7.58,97.4,22.6,3,0,0,1,100.0,0
17,5.4,137.5,13.2,3,0,2,0,79.5,0
4,7.65,13.2,27.7,4,0,0,1,68.8,0
15,1.74,23.8,9.2,2,0,0,0,100.0,0
6,5.06,5.9,40.0,0,0,0,0,100.0,0
18,6.68,6.5,12.0,2,0,1,0,88.8,0
19,4.22,60.0,1.2,0,0,1,0,72.2,0
14,3.09,11.1,7.1,0,1,0,1,99.6,0
22,7.88,35.3,14.2,0,1,0,0,84.3,0
12,1.39,68.8,40.8,5,1,0,0,100.0,0
0,3.46,65.2,11.5,5,0,1,0,61.0,1
14,7.02,4.4,0.9,3,0,1,0,100.0,0
18,7.23,1.3,12.8,2,1,1,0,82.4,0
2,7.85,21.1,15.6,1,1,3,0,39.0,1
2,7.11,173.7,13.0,1,0,1,0,45.6,1
6,0.69,2.1,106.1,3,1,2,1,89.7,0
20,7.46,6.1,9.8,2,1,2,0,84.0,0
12,3.6,31.8,28.4,4,0,1,0,85.7,0
23,5.32,14.0,24.6,2,1,0,0,72.8,0
20,3.34,17.7,7.7,2,0,1,1,75.5,0
13,6.57,34.6,1.2,1,0,0,0,85.0,0
16,4.73,214.3,22.5,3,0,1,0,82.8,0
7,6.81,76.1,26.2,3,1,1,1,100.0,0
2,1.79,0.3,20.9,3,1,1,0,74.8,0
9,1.72,30.4,16.2,4,1,1,0,100.0,0
14,3.69,54.9,36.8,2,0,0,0,97.2,0
4,0.34,20.1,9.9,2,1,0,0,93.5,0
5,5.63,174.0,5.4,4,0,0,0,88.7,0
0,2.58,71.6,11.9,1,0,2,1,40.0,1
17,4.59,11.1,45.5,3,0,1,1,93.2,0
21,0.84,2.4,18.8,2,0,2,1,63.9,1
19,1.61,27.7,3.9,3,1,2,0,90.5,0
9,5.1,100.1,3.9,5,1,0,1,100.0,0
14,2.65,55.3,15.9,3,1,1,1,100.0,0
23,1.95,8.5,10.8,1,0,0,0,59.8,1
14,2.06,172.3,2.5,2,0,1,0,91.3,0
7,1.95,4.1,21.8,2,1,0,1,100.0,0
8,5.1,47.0,37.9,2,0,1,0,89.0,0
17,1.59,53.7,6.0,0,1,1,0,96.8,0
10,3.09,175.8,15.7,1,0,2,0,72.1,0
20,5.6,18.7,0.9,0,1,2,0,62.7,1
20,4.26,61.0,5.9,1,1,0,0,84.8,0
0,4.9,21.7,110.0,2,0,4,1,6.3,1
17,2.23,50.4,27.6,3,0,1,0,79.8,0
8,7.48,2.8,2.4,1,0,0,0,100.0,0
12,3.49,62.8,30.7,1,0,1,0,87.3,0
6,2.51,2.6,22.1,2,1,3,1,76.0,0
8,7.26,32.8,14.1,2,1,1,0,100.0,0
7,5.35,12.4,12.8,1,0,1,1,80.7,0
1,5.03,108.0,10.2,0,1,1,0,63.0,1
18,7.13,12.0,1.8,2,0,1,0,90.3,0
3,0.75,18.9,34.9,4,0,3,0,49.8,1
9,6.75,51.2,19.7,5,1,2,0,100.0,0
4,5.52,46.9,6.1,8,1,2,0,46.7,1
3,3.07,55.4,0.6,3,0,1,0,67.4,0
8,2.27,15.3,0.8,3,1,0,0,100.0,0
22,1.11,91.4,1.1,1,0,2,1,58.1,1
22,7.55,100.2,10.5,4,1,1,0,75.5,0
9,1.39,33.2,27.8,3,1,0,0,100.0,0
12,2.3,51.0,6.7,4,0,0,0,100.0,0
23,5.62,159.6,24.7,1,1,1,0,48.3,1
5,5.77,60.9,0.1,3,0,0,0,96.6,0
22,1.54,39.8,8.0,1,1,0,1,80.0,0
2,6.57,25.3,55.8,3,1,1,0,54.1,1
5,4.23,60.5,13.8,0,0,0,0,85.8,0
8,6.83,57.2,11.2,0,0,1,1,89.5,0
0,0.97,154.7,42.7,1,1,1,1,55.8,1
19,0.63,9.7,5.3,1,0,2,1,61.2,1
20,5.2,17.7,1.4,5,1,1,1,97.5,0
9,1.46,23.3,19.8,2,0,2,0,84.9,0
20,4.34,4.4,25.6,2,0,0,0,81.8,0
18,0.41,190.7,15.9,4,0,0,0,100.0,0
19,6.31,120.1,6.1,2,0,1,0,73.6,0
19,7.23,132.2,17.3,1,0,1,0,69.3,0
13,6.76,65.1,18.6,0,0,0,0,80.7,0
2,7.68,61.5,10.9,3,0,0,1,68.4,0
22,7.25,81.0,1.7,3,0,1,1,36.8,1
14,3.72,30.2,41.4,3,1,0,1,100.0,0
21,3.37,15.6,52.9,3,0,2,0,80.8,0
23,7.2,64.3,47.8,2,0,1,0,39.1,1
4,7.44,52.9,17.3,4,0,1,0,55.8,1
9,7.79,145.6,4.4,3,0,0,0,94.1,0
4,6.22,21.2,15.3,3,1,1,0,71.4,0
1,1.86,7.5,5.3,2,1,1,0,75.0,0
23,7.58,146.8,22.3,2,1,0,1,60.9,1
22,7.59,29.2,5.7,0,0,2,1,40.3,1
22,5.43,97.5,29.4,0,0,0,0,36.9,1
21,6.9,54.1,6.2,2,1,0,0,91.0,0
15,4.62,38.5,4.9,2,1,1,0,100.0,0
12,7.57,33.2,10.4,2,1,0,0,100.0,0
23,1.02,230.1,16.1,2,0,1,1,61.0,1
13,6.95,105.1,45.3,5,1,1,0,98.5,0
15,0.73,80.9,5.8,3,1,1,1,100.0,0
5,2.91,24.0,44.0,2,0,1,1,89.0,0
17,1.34,38.7,22.6,3,1,1,1,82.0,0
19,3.99,29.7,19.1,2,0,2,0,84.7,0
16,2.09,218.9,31.4,1,0,0,0,91.0,0
11,7.63,191.8,5.8,1,1,0,1,100.0,0
4,4.61,63.6,8.3,1,0,0,0,66.1,1
0,7.21,175.5,0.4,2,0,0,0,60.2,1
15,2.44,21.3,26.1,1,1,0,0,100.0,0
16,0.5,74.7,2.0,5,1,1,1,100.0,0
18,6.27,72.7,37.8,3,1,0,0,95.2,0
22,5.71,44.0,17.1,3,1,0,0,75.0,0
11,4.5,24.1,28.4,1,1,0,0,97.7,0
19,6.58,122.9,11.1,2,0,0,0,65.6,1
17,6.77,108.2,20.4,2,1,1,0,89.5,0
6,4.83,34.0,0.1,2,0,0,1,100.0,0
20,7.74,13.1,1.0,1,0,0,1,76.8,0
1,5.84,26.2,21.0,2,0,2,0,68.7,0
14,5.51,124.1,18.1,3,0,0,0,100.0,0
22,3.08,83.9,13.7,2,0,1,0,70.3,0
15,0.32,21.9,45.0,0,0,0,0,92.5,0
22,2.16,67.9,3.1,2,1,1,0,77.5,0
1,6.18,6.6,22.5,5,1,0,0,83.7,0
12,5.77,74.1,11.9,3,1,1,0,95.1,0
18,2.85,28.8,26.2,2,1,1,1,100.0,0
15,5.12,74.0,14.6,2,1,0,0,100.0,0
21,1.8,70.0,24.5,3,0,1,0,100.0,0
11,2.33,9.2,10.5,2,1,1,0,100.0,0
16,7.6,86.8,14.6,1,0,1,0,70.9,0
10,3.48,41.5,22.9,3,0,1,1,100.0,0
20,2.19,254.2,5.2,5,1,0,0,100.0,0
2,4.05,64.7,13.3,2,1,3,0,55.8,1
6,3.28,44.3,35.9,2,0,0,0,100.0,0
2,5.92,19.8,15.5,1,1,0,1,77.1,0
16,7.71,49.4,1.6,2,1,0,0,100.0,0
5,4.86,16.3,6.4,1,1,0,0,100.0,0
